"InvoiceNo","StockCode","Description","Quantity","InvoiceDate","UnitPrice","CustomerID","Country"
"574740","23358","HOT STUFF HOT WATER BOTTLE",24,"11/6/2011 16:07",3.75,12357,"Switzerland"
"563370","23295","SET OF 12 MINI LOAF BAKING CASES",8,"8/16/2011 9:34",0.83,16153,"United Kingdom"
"550303","21497","FANCY FONTS BIRTHDAY WRAP",25,"4/17/2011 10:21",0.42,18213,"United Kingdom"
"572340","22102","MIRROR MOSAIC T-LIGHT HOLDER ",720,"10/24/2011 10:36",0.39,14607,"United Kingdom"
"546104","22470","HEART OF WICKER LARGE",1,"3/9/2011 12:19",2.95,14527,"United Kingdom"
"576246","22983","CARD BILLBOARD FONT",12,"11/14/2011 13:42",0.42,17566,"United Kingdom"
"545235","22748","POPPY'S PLAYHOUSE KITCHEN",6,"3/1/2011 10:31",2.1,12683,"France"
"558902","47566","PARTY BUNTING",50,"7/4/2011 16:08",4.15,13001,"United Kingdom"
"544316","22558","CLOTHES PEGS RETROSPOT PACK 24 ",12,"2/17/2011 14:49",1.49,16556,"United Kingdom"
"559552","21207","SKULL AND CROSSBONES  GARLAND ",1,"7/10/2011 16:29",1.65,16014,"United Kingdom"
"564366","22427","ENAMEL FLOWER JUG CREAM",3,"8/25/2011 8:58",5.95,13236,"United Kingdom"
"568984","22508","DOORSTOP RETROSPOT HEART",1,"9/29/2011 15:57",3.75,17813,"United Kingdom"
"566709","21213","PACK OF 72 SKULL CAKE CASES",120,"9/14/2011 11:58",0.42,16745,"United Kingdom"
"563100","22941","CHRISTMAS LIGHTS 10 REINDEER",2,"8/12/2011 9:57",8.5,12381,"Norway"
"575491","23558","LANDMARK FRAME LONDON BRIDGE ",1,"11/9/2011 17:47",12.5,15531,"United Kingdom"
"565472","22675","FRENCH KITCHEN SIGN BLUE METAL",4,"9/5/2011 10:15",1.25,16255,"United Kingdom"
"576246","21889","WOODEN BOX OF DOMINOES",4,"11/14/2011 13:42",1.25,17566,"United Kingdom"
"543055","48184","DOORMAT ENGLISH ROSE ",2,"2/3/2011 10:41",7.95,12502,"Spain"
"575211","23356","LOVE HOT WATER BOTTLE",2,"11/9/2011 10:39",5.95,17377,"United Kingdom"
"539647","85099C","JUMBO  BAG BAROQUE BLACK WHITE",1,"12/20/2010 16:08",1.95,15460,"United Kingdom"
"557765","82552","WASHROOM METAL SIGN",1,"6/22/2011 14:23",1.45,16247,"United Kingdom"
"565649","22627","MINT KITCHEN SCALES",1,"9/5/2011 16:27",8.5,16712,"United Kingdom"
"574054","21624","VINTAGE UNION JACK DOORSTOP",3,"11/2/2011 14:07",5.95,18104,"United Kingdom"
"581334","20978","36 PENCILS TUBE SKULLS",5,"12/8/2011 12:07",1.25,17841,"United Kingdom"
"560209","21509","COWBOYS AND INDIANS BIRTHDAY CARD ",12,"7/15/2011 14:05",0.42,15004,"United Kingdom"
"569893","22692","DOORMAT WELCOME TO OUR HOME",2,"10/6/2011 15:51",8.25,12627,"Germany"
"553901","22697","GREEN REGENCY TEACUP AND SAUCER",12,"5/19/2011 17:48",2.95,14911,"EIRE"
"570653","35095B","RED VICTORIAN FABRIC OVAL BOX",6,"10/11/2011 13:49",0.42,14710,"United Kingdom"
"541214","21485","RETROSPOT HEART HOT WATER BOTTLE",3,"1/14/2011 13:41",4.95,15570,"United Kingdom"
"564717","23084","RABBIT NIGHT LIGHT",48,"8/28/2011 11:19",1.79,15669,"United Kingdom"
"563733","22386","JUMBO BAG PINK POLKADOT",10,"8/18/2011 17:57",2.08,18225,"United Kingdom"
"572658","21481","FAWN BLUE HOT WATER BOTTLE",4,"10/25/2011 12:29",3.75,17690,"United Kingdom"
"573330","22698","PINK REGENCY TEACUP AND SAUCER",3,"10/30/2011 11:22",2.95,16923,"United Kingdom"
"571039","22152","PLACE SETTING WHITE STAR",6,"10/13/2011 12:59",0.42,16121,"United Kingdom"
"560239","20914","SET/5 RED RETROSPOT LID GLASS BOWLS",6,"7/17/2011 11:50",2.95,13507,"United Kingdom"
"557311","22371","AIRLINE BAG VINTAGE TOKYO 78",1,"6/19/2011 15:36",4.25,15700,"United Kingdom"
"545687","20685","DOORMAT RED RETROSPOT",2,"3/6/2011 12:20",7.95,17769,"United Kingdom"
"581098","23029","DRAWER KNOB CRACKLE GLAZE GREEN",12,"12/7/2011 11:42",1.65,14911,"EIRE"
"544789","21210","SET OF 72 RETROSPOT PAPER  DOILIES",12,"2/23/2011 12:25",1.45,13993,"United Kingdom"
"547906","21623","VINTAGE UNION JACK MEMOBOARD",1,"3/28/2011 12:13",9.95,14410,"United Kingdom"
"558630","84755","COLOUR GLASS T-LIGHT HOLDER HANGING",16,"6/30/2011 18:07",0.65,15615,"United Kingdom"
"547728","21181","PLEASE ONE PERSON METAL SIGN",48,"3/25/2011 10:51",1.53,16029,"United Kingdom"
"539464","22962","JAM JAR WITH PINK LID",3,"12/19/2010 11:35",0.85,17913,"United Kingdom"
"572061","21914","BLUE HARMONICA IN BOX ",12,"10/20/2011 12:53",1.25,12474,"Germany"
"537900","84347","ROTATING SILVER ANGELS T-LIGHT HLDR",36,"12/9/2010 10:45",2.55,15983,"United Kingdom"
"577473","22629","SPACEBOY LUNCH BOX ",1,"11/20/2011 11:28",1.95,15919,"United Kingdom"
"548868","22990","COTTON APRON PANTRY DESIGN",2,"4/4/2011 14:28",4.95,13015,"United Kingdom"
"564821","20974","12 PENCILS SMALL TUBE SKULL",5,"8/30/2011 12:16",0.65,14078,"United Kingdom"
"570223","21587","COSY HOUR GIANT TUBE MATCHES",3,"10/9/2011 13:11",2.55,15787,"United Kingdom"
"570293","22571","ROCKING HORSE RED CHRISTMAS ",12,"10/10/2011 12:00",0.85,14128,"United Kingdom"
"565766","22978","PANTRY ROLLING PIN",1,"9/6/2011 14:23",3.75,17841,"United Kingdom"
"541847","21457","2 PICTURE BOOK EGGS EASTER DUCKS",1,"1/23/2011 13:25",1.25,15443,"United Kingdom"
"544456","22223","CAKE PLATE LOVEBIRD PINK",4,"2/20/2011 13:21",4.95,14803,"United Kingdom"
"578852","22598","CHRISTMAS MUSICAL ZINC TREE",5,"11/27/2011 11:12",0.29,17841,"United Kingdom"
"551278","22352","LUNCH BOX WITH CUTLERY RETROSPOT ",6,"4/27/2011 13:13",2.55,12483,"Sweden"
"543162","22139","RETROSPOT TEA SET CERAMIC 11 PC ",2,"2/3/2011 18:08",4.95,17507,"United Kingdom"
"574663","23558","LANDMARK FRAME LONDON BRIDGE ",1,"11/6/2011 12:04",12.5,13527,"United Kingdom"
"561658","84879","ASSORTED COLOUR BIRD ORNAMENT",3,"7/28/2011 16:06",1.69,12743,"Unspecified"
"560690","22382","LUNCH BAG SPACEBOY DESIGN ",10,"7/20/2011 12:00",1.65,16807,"United Kingdom"
"552829","84659A","WHITE TRAVEL ALARM CLOCK",1,"5/11/2011 13:42",2.55,12748,"United Kingdom"
"580652","22596","CHRISTMAS STAR WISH LIST CHALKBOARD",144,"12/5/2011 13:33",0.39,17511,"United Kingdom"
"540953","84997D","PINK 3 PIECE POLKADOT CUTLERY SET",1,"1/12/2011 13:16",3.75,14587,"United Kingdom"
"541659","22171","3 HOOK PHOTO SHELF ANTIQUE WHITE",2,"1/20/2011 12:16",8.5,15262,"United Kingdom"
"538093","22197","SMALL POPCORN HOLDER",12,"12/9/2010 14:49",0.85,12682,"France"
"566607","22698","PINK REGENCY TEACUP AND SAUCER",2,"9/13/2011 16:40",2.95,13032,"United Kingdom"
"574479","23411"," TRELLIS COAT RACK",1,"11/4/2011 12:39",4.95,18035,"United Kingdom"
"562348","22029","SPACEBOY BIRTHDAY CARD",72,"8/4/2011 12:36",0.36,17511,"United Kingdom"
"578781","17107D","FLOWER FAIRY 5 DRAWER LINERS",1,"11/25/2011 11:54",2.55,15872,"United Kingdom"
"536381","22438","BALLOON ART MAKE YOUR OWN FLOWERS",1,"12/1/2010 9:41",1.95,15311,"United Kingdom"
"574049","23517","EMBROIDERED RIBBON REEL REBECCA ",1,"11/2/2011 13:40",2.89,13316,"United Kingdom"
"558035","22720","SET OF 3 CAKE TINS PANTRY DESIGN ",3,"6/24/2011 12:30",4.95,15258,"United Kingdom"
"577801","35471D","SET OF 3 BIRD LIGHT PINK FEATHER ",48,"11/21/2011 17:04",0.39,17629,"United Kingdom"
"565088","22095","LADS ONLY TISSUE BOX",36,"9/1/2011 10:11",0.39,16145,"United Kingdom"
"570292","23535","WALL ART BICYCLE SAFETY",4,"10/10/2011 11:59",5.95,13418,"United Kingdom"
"568316","84992","72 SWEETHEART FAIRY CAKE CASES",1,"9/26/2011 13:21",0.55,16407,"United Kingdom"
"565584","82581","TOILET METAL SIGN",12,"9/5/2011 13:10",0.55,14243,"United Kingdom"
"573496","22772","PINK DRAWER KNOB ACRYLIC EDWARDIAN",2,"10/31/2011 11:59",1.25,17841,"United Kingdom"
"550665","23255","CHILDRENS CUTLERY CIRCUS PARADE",4,"4/20/2011 9:31",4.15,12530,"Germany"
"562282","23202","JUMBO BAG VINTAGE LEAF",100,"8/4/2011 10:38",1.79,13098,"United Kingdom"
"570672","22139","RETROSPOT TEA SET CERAMIC 11 PC ",3,"10/11/2011 14:52",4.95,12536,"France"
"537030","20972","PINK CREAM FELT CRAFT TRINKET BOX ",12,"12/3/2010 16:44",1.25,16455,"United Kingdom"
"569669","79160","HEART SHAPE WIRELESS DOORBELL",1,"10/5/2011 13:47",2.1,14730,"United Kingdom"
"554704","21523","DOORMAT FANCY FONT HOME SWEET HOME",2,"5/26/2011 10:09",7.95,15658,"United Kingdom"
"541103","22326","ROUND SNACK BOXES SET OF4 WOODLAND ",6,"1/13/2011 14:24",2.95,14215,"United Kingdom"
"572301","23415","HOME SWEET HOME HOOK",1,"10/23/2011 14:41",1.65,16794,"United Kingdom"
"558902","20754","RETROSPOT RED WASHING UP GLOVES",6,"7/4/2011 16:08",2.1,13001,"United Kingdom"
"536597","72803A","ROSE SCENT CANDLE JEWELLED DRAWER",1,"12/1/2010 17:35",4.25,18011,"United Kingdom"
"539077","22360","GLASS JAR ENGLISH CONFECTIONERY",24,"12/16/2010 8:05",2.55,13089,"United Kingdom"
"546378","22250","DECORATION  BUTTERFLY  MAGIC GARDEN",16,"3/11/2011 12:17",0.85,14329,"United Kingdom"
"573339","23233","WRAP POPPIES  DESIGN",25,"10/30/2011 11:49",0.42,13278,"United Kingdom"
"578818","23579","SNACK TRAY I LOVE LONDON",2,"11/25/2011 13:47",1.95,17920,"United Kingdom"
"550137","21531","RED RETROSPOT SUGAR JAM BOWL",12,"4/14/2011 13:59",2.55,12477,"Germany"
"581173","21864","UNION JACK FLAG PASSPORT COVER ",1,"12/7/2011 15:07",2.1,17870,"United Kingdom"
"554147","21705","BAG 500g SWIRLY MARBLES",12,"5/23/2011 10:48",1.65,12423,"Belgium"
"538174","21232","STRAWBERRY CERAMIC TRINKET BOX",36,"12/10/2010 9:35",1.25,12471,"Germany"
"580633","21175","GIN AND TONIC DIET METAL SIGN",1,"12/5/2011 12:28",2.55,17579,"United Kingdom"
"571498","22271","FELTCRAFT DOLL ROSIE",1,"10/17/2011 15:06",2.95,17841,"United Kingdom"
"580153","POST","POSTAGE",5,"12/2/2011 10:23",28,12762,"Portugal"
"551291","20766","GARDEN PATH SKETCHBOOK",16,"4/27/2011 14:26",2.95,14298,"United Kingdom"
"573373","22118","JOY WOODEN BLOCK LETTERS",1,"10/30/2011 13:37",4.95,14684,"United Kingdom"
"578233","23084","RABBIT NIGHT LIGHT",4,"11/23/2011 12:20",2.08,14049,"United Kingdom"
"548807","22499","WOODEN UNION JACK BUNTING",3,"4/4/2011 12:54",5.95,16422,"United Kingdom"
"561466","22720","SET OF 3 CAKE TINS PANTRY DESIGN ",2,"7/27/2011 12:50",4.95,17243,"United Kingdom"
"572873","23221","REINDEER HEART DECORATION SILVER",12,"10/26/2011 13:27",0.83,12820,"United Kingdom"
"563353","23253","16 PIECE CUTLERY SET PANTRY DESIGN",2,"8/15/2011 14:32",15.95,15480,"Malta"
"553935","35809A","ENAMEL PINK TEA CONTAINER",1,"5/20/2011 10:32",0.83,15856,"United Kingdom"
"536446","22142","CHRISTMAS CRAFT WHITE FAIRY ",2,"12/1/2010 12:15",1.45,15983,"United Kingdom"
"546324","22196","SMALL HEART MEASURING SPOONS",24,"3/11/2011 9:54",0.85,13265,"United Kingdom"
"542080","21561","DINOSAUR LUNCH BOX WITH CUTLERY",6,"1/25/2011 12:16",2.55,13815,"Germany"
"563557","22197","POPCORN HOLDER",24,"8/17/2011 13:33",0.85,15786,"United Kingdom"
"555567","21218","RED SPOTTY BISCUIT TIN",1,"6/5/2011 15:25",3.75,17050,"United Kingdom"
"558432","21874","GIN AND TONIC MUG",24,"6/29/2011 12:16",1.25,17730,"United Kingdom"
"567625","23393","HOME SWEET HOME CUSHION COVER ",4,"9/21/2011 12:55",3.75,13627,"United Kingdom"
"555076","84879","ASSORTED COLOUR BIRD ORNAMENT",8,"5/31/2011 12:11",1.69,13900,"United Kingdom"
"575063","22594","CHRISTMAS GINGHAM TREE",1,"11/8/2011 12:32",0.85,16764,"United Kingdom"
"581310","22422","TOOTHPASTE TUBE PEN",1,"12/8/2011 11:43",0.12,16442,"United Kingdom"
"567093","22350","ILLUSTRATED CAT BOWL ",6,"9/16/2011 12:50",2.55,17144,"United Kingdom"
"543586","22957","SET 3 PAPER VINTAGE CHICK PAPER EGG",6,"2/10/2011 11:16",2.95,15809,"United Kingdom"
"580682","23357","HOT WATER BOTTLE SEX BOMB",12,"12/5/2011 15:02",1.65,16968,"United Kingdom"
"568142","21745","GAOLERS KEYS DECORATIVE GARDEN ",1,"9/25/2011 11:22",3.75,16744,"United Kingdom"
"555591","22673","FRENCH GARDEN SIGN BLUE METAL",12,"6/6/2011 9:59",1.25,15073,"United Kingdom"
"538104","21696","SMALL SILVER TRELLIS CANDLEPOT",6,"12/9/2010 15:16",2.95,17950,"United Kingdom"
"555159","22920","HERB MARKER BASIL",12,"6/1/2011 9:06",0.65,15124,"United Kingdom"
"560270","75049L","LARGE CIRCULAR MIRROR MOBILE",24,"7/17/2011 14:42",1.25,16744,"United Kingdom"
"565766","22678","FRENCH BLUE METAL DOOR SIGN 3",1,"9/6/2011 14:23",1.25,17841,"United Kingdom"
"571158","20767","BLUE PAISLEY JOURNAL ",1,"10/14/2011 10:25",2.55,14606,"United Kingdom"
"566850","23007"," SPACEBOY BABY GIFT SET",2,"9/15/2011 12:04",16.95,13662,"United Kingdom"
"538513","22909","SET OF 20 VINTAGE CHRISTMAS NAPKINS",4,"12/12/2010 14:21",0.85,15454,"United Kingdom"
"556195","22961","JAM MAKING SET PRINTED",10,"6/9/2011 12:21",1.45,16745,"United Kingdom"
"546528","21558","SKULL LUNCH BOX WITH CUTLERY ",60,"3/14/2011 13:04",2.1,15311,"United Kingdom"
"568997","23520","EMBROIDERED RIBBON REEL RUBY ",6,"9/29/2011 17:27",3.75,16233,"United Kingdom"
"553074","85099C","JUMBO  BAG BAROQUE BLACK WHITE",1,"5/13/2011 11:45",2.08,15529,"United Kingdom"
"554084","22827","RUSTIC  SEVENTEEN DRAWER SIDEBOARD",2,"5/22/2011 11:52",145,12909,"United Kingdom"
"537058","22966","GINGERBREAD MAN COOKIE CUTTER",12,"12/5/2010 11:51",1.25,13269,"United Kingdom"
"580143","23108","SET OF 10 LED DOLLY LIGHTS",12,"12/2/2011 9:32",5.39,13297,"United Kingdom"
"546133","22382","LUNCH BAG SPACEBOY DESIGN ",10,"3/9/2011 15:20",1.65,14291,"United Kingdom"
"565235","22028","PENNY FARTHING BIRTHDAY CARD",12,"9/2/2011 9:43",0.42,13418,"United Kingdom"
"559552","47591D","PINK FAIRY CAKE CHILDRENS APRON",1,"7/10/2011 16:29",1.95,16014,"United Kingdom"
"550331","22228","BUNNY WOODEN PAINTED WITH BIRD ",3,"4/17/2011 13:43",0.85,15555,"United Kingdom"
"580652","72799E","IVORY PILLAR CANDLE SILVER FLOCK",144,"12/5/2011 13:33",0.79,17511,"United Kingdom"
"553946","22173","METAL 4 HOOK HANGER FRENCH CHATEAU",8,"5/20/2011 10:48",2.95,15601,"United Kingdom"
"549279","15060B","FAIRY CAKE DESIGN UMBRELLA",1,"4/7/2011 13:16",3.75,16469,"United Kingdom"
"547050","21034","REX CASH+CARRY JUMBO SHOPPER",2,"3/20/2011 12:02",0.95,17795,"United Kingdom"
"542908","22720","SET OF 3 CAKE TINS PANTRY DESIGN ",2,"2/1/2011 15:24",4.95,13110,"United Kingdom"
"572567","22969","HOMEMADE JAM SCENTED CANDLES",24,"10/25/2011 10:27",1.45,12398,"Switzerland"
"570245","85099B","JUMBO BAG RED RETROSPOT",10,"10/9/2011 16:11",2.08,14415,"United Kingdom"
"544846","22970","LONDON BUS COFFEE MUG",6,"2/24/2011 11:11",2.55,16719,"United Kingdom"
"567456","22207","FRYING PAN UNION FLAG",24,"9/20/2011 12:16",3.75,16029,"United Kingdom"
"557869","23207","LUNCH BAG ALPHABET DESIGN",1,"6/23/2011 12:21",1.65,17961,"United Kingdom"
"557525","21172","PARTY METAL SIGN ",12,"6/21/2011 9:26",1.45,12759,"Netherlands"
"572867","20723","STRAWBERRY CHARLOTTE BAG",4,"10/26/2011 13:19",0.85,14598,"United Kingdom"
"579572","23202","JUMBO BAG VINTAGE LEAF",10,"11/30/2011 11:49",2.08,15394,"United Kingdom"
"553496","47566","PARTY BUNTING",4,"5/17/2011 12:47",4.95,14410,"United Kingdom"
"578349","22262","FELT EGG COSY CHICKEN",12,"11/24/2011 9:50",0.85,14539,"United Kingdom"
"541249","22710","WRAP I LOVE LONDON ",25,"1/16/2011 13:18",0.42,13700,"United Kingdom"
"562550","22725","ALARM CLOCK BAKELIKE CHOCOLATE",6,"8/5/2011 16:16",3.75,13082,"United Kingdom"
"545697","21902","KEY FOB , FRONT  DOOR ",1,"3/6/2011 14:38",0.65,14504,"United Kingdom"
"572291","23319","BOX OF 6 MINI 50'S CRACKERS",3,"10/23/2011 12:46",2.49,16931,"United Kingdom"
"550320","23155","KNICKERBOCKERGLORY MAGNET ASSORTED ",12,"4/17/2011 12:37",0.83,12748,"United Kingdom"
"549279","22071","SMALL WHITE RETROSPOT MUG IN BOX ",2,"4/7/2011 13:16",3.75,16469,"United Kingdom"
"561894","22092","BLUE PAISLEY TISSUE BOX",1,"7/31/2011 15:00",0.39,14456,"United Kingdom"
"543915","21794","CLASSIC FRENCH STYLE BASKET NATURAL",2,"2/14/2011 13:21",6.75,13717,"United Kingdom"
"572545","21166","COOK WITH WINE METAL SIGN ",144,"10/24/2011 16:48",2.41,17450,"United Kingdom"
"550519","84991","60 TEATIME FAIRY CAKE CASES",24,"4/19/2011 9:31",0.55,13141,"United Kingdom"
"574744","85123A","WHITE HANGING HEART T-LIGHT HOLDER",6,"11/7/2011 7:38",2.95,16612,"United Kingdom"
"578264","20972","PINK CREAM FELT CRAFT TRINKET BOX ",1,"11/23/2011 13:27",1.25,12748,"United Kingdom"
"546111","21269","ANTIQUE CREAM CUTLERY SHELF ",2,"3/9/2011 12:39",8.5,14165,"United Kingdom"
"570856","22941","CHRISTMAS LIGHTS 10 REINDEER",2,"10/12/2011 15:01",8.5,13464,"United Kingdom"
"579102","23209","LUNCH BAG VINTAGE DOILY ",10,"11/28/2011 11:33",1.65,14911,"EIRE"
"557213","84466","TOP SECRET PEN SET",3,"6/17/2011 12:16",1.25,15021,"United Kingdom"
"555413","22432","WATERING CAN PINK BUNNY",1,"6/3/2011 9:50",1.95,17994,"United Kingdom"
"577597","16161P","WRAP ENGLISH ROSE ",25,"11/21/2011 8:19",0.42,16366,"United Kingdom"
"567076","85130C","BEADED CRYSTAL HEART BLUE  LARGE",24,"9/16/2011 12:27",0.79,15505,"United Kingdom"
"548983","21038","SET/4 MODERN VINTAGE COTTON NAPKINS",1,"4/5/2011 12:30",0.79,16906,"United Kingdom"
"559056","23206","LUNCH BAG APPLE DESIGN",10,"7/6/2011 9:15",1.65,14645,"United Kingdom"
"563580","23184","BULL DOG BOTTLE OPENER",1,"8/17/2011 15:53",4.95,16706,"United Kingdom"
"560977","23306","SET OF 36 DOILIES PANTRY DESIGN",12,"7/22/2011 12:09",1.45,16839,"United Kingdom"
"567077","22470","HEART OF WICKER LARGE",2,"9/16/2011 12:34",2.95,18122,"United Kingdom"
"548711","21786","POLKADOT RAIN HAT ",1,"4/3/2011 14:24",0.42,18116,"United Kingdom"
"556910","23300","GARDENERS KNEELING PAD CUP OF TEA ",4,"6/15/2011 13:25",1.65,12748,"United Kingdom"
"571809","71053","WHITE METAL LANTERN",2,"10/19/2011 11:44",3.75,15039,"United Kingdom"
"570210","22996","TRAVEL CARD WALLET VINTAGE TICKET",8,"10/9/2011 10:48",0.42,13259,"United Kingdom"
"580504","22906","12 MESSAGE CARDS WITH ENVELOPES",2,"12/4/2011 13:32",1.65,17936,"United Kingdom"
"551275","85099B","JUMBO BAG RED RETROSPOT",10,"4/27/2011 13:03",2.08,13285,"United Kingdom"
"542908","48184","DOORMAT ENGLISH ROSE ",1,"2/1/2011 15:24",7.95,13110,"United Kingdom"
"569803","23145","ZINC T-LIGHT HOLDER STAR LARGE",12,"10/6/2011 11:48",0.95,13090,"United Kingdom"
"547510","85152","HAND OVER THE CHOCOLATE   SIGN ",12,"3/23/2011 13:42",2.1,15245,"United Kingdom"
"541886","22624","IVORY KITCHEN SCALES",4,"1/24/2011 11:21",8.5,15039,"United Kingdom"
"549317","47566","PARTY BUNTING",4,"4/8/2011 9:58",4.95,15109,"United Kingdom"
"573152","22557","PLASTERS IN TIN VINTAGE PAISLEY ",1,"10/27/2011 20:16",1.65,17530,"United Kingdom"
"575340","21507","ELEPHANT BIRTHDAY CARD ",12,"11/9/2011 14:31",0.42,15485,"United Kingdom"
"564856","23159","SET OF 5 PANCAKE DAY MAGNETS",12,"8/31/2011 9:11",2.08,12477,"Germany"
"569246","11001","ASSTD DESIGN RACING CAR PEN",6,"10/3/2011 9:57",3.29,14096,"United Kingdom"
"549829","84946","ANTIQUE SILVER T-LIGHT GLASS",12,"4/12/2011 12:56",1.25,16713,"United Kingdom"
"536562","79302M","ART LIGHTS,FUNK MONKEY",6,"12/1/2010 15:08",2.95,13468,"United Kingdom"
"541088","22245","HOOK, 1 HANGER ,MAGIC GARDEN",12,"1/13/2011 12:41",0.85,15513,"United Kingdom"
"540098","22084","PAPER CHAIN KIT EMPIRE",2,"1/4/2011 15:50",2.95,16241,"United Kingdom"
"546414","21080","SET/20 RED RETROSPOT PAPER NAPKINS ",2,"3/13/2011 10:25",0.85,16768,"United Kingdom"
"571486","23550","WRAP ALPHABET POSTER  ",25,"10/17/2011 14:59",0.42,17612,"United Kingdom"
"566913","22151","PLACE SETTING WHITE HEART",24,"9/15/2011 14:07",0.42,17602,"United Kingdom"
"576252","23022","SMALL BONNE JAM JAR  T-LIGHT HOLDER",48,"11/14/2011 13:55",1.79,14418,"United Kingdom"
"579711","22115","METAL SIGN EMPIRE TEA",1,"11/30/2011 14:17",0.79,15060,"United Kingdom"
"541919","47591B","SCOTTIES CHILDRENS APRON",8,"1/24/2011 11:35",1.65,14334,"United Kingdom"
"537828","22639","SET OF 4 NAPKIN CHARMS HEARTS",12,"12/8/2010 14:43",2.55,15680,"United Kingdom"
"563532","85099B","JUMBO BAG RED RETROSPOT",100,"8/17/2011 11:04",1.79,17511,"United Kingdom"
"538995","22083","PAPER CHAIN KIT RETROSPOT",24,"12/15/2010 12:05",2.95,13458,"United Kingdom"
"569132","22592","CARDHOLDER HOLLY WREATH METAL",2,"9/30/2011 13:54",3.75,17757,"United Kingdom"
"569653","22432","WATERING CAN PINK BUNNY",12,"10/5/2011 12:52",1.95,12451,"Switzerland"
"552953","23165","LARGE CERAMIC TOP STORAGE JAR",1,"5/12/2011 12:11",1.65,16745,"United Kingdom"
"576249","22865","HAND WARMER OWL DESIGN",2,"11/14/2011 13:47",2.1,17811,"United Kingdom"
"547705","23194","GYMKHANA TREASURE BOOK BOX",1,"3/24/2011 18:20",2.25,14056,"United Kingdom"
"545303","22916","HERB MARKER THYME",12,"3/1/2011 12:48",0.65,15319,"United Kingdom"
"538260","22964","3 PIECE SPACEBOY COOKIE CUTTER SET",6,"12/10/2010 12:42",2.1,18178,"United Kingdom"
"552274","85099C","JUMBO  BAG BAROQUE BLACK WHITE",20,"5/8/2011 12:30",2.08,16523,"United Kingdom"
"557067","85123A","WHITE HANGING HEART T-LIGHT HOLDER",32,"6/16/2011 15:12",2.55,13098,"United Kingdom"
"571505","84661B","BLACK SQUARE TABLE CLOCK",33,"10/17/2011 15:19",2.55,17244,"United Kingdom"
"557886","23202","JUMBO BAG VINTAGE LEAF",6,"6/23/2011 13:39",2.08,17799,"United Kingdom"
"556815","22350","ILLUSTRATED CAT BOWL ",6,"6/15/2011 8:36",2.55,14852,"United Kingdom"
"562931","22990","COTTON APRON PANTRY DESIGN",1,"8/10/2011 16:19",4.95,14030,"United Kingdom"
"577741","21888","BINGO SET",8,"11/21/2011 13:40",3.75,12921,"United Kingdom"
"563022","47504K","ENGLISH ROSE GARDEN SECATEURS",3,"8/11/2011 13:34",0.79,17248,"United Kingdom"
"576078","22300","COFFEE MUG DOG + BALL DESIGN",2,"11/13/2011 16:22",2.55,14432,"United Kingdom"
"546316","20750","RED RETROSPOT MINI CASES",12,"3/11/2011 8:59",6.35,17076,"United Kingdom"
"563567","85099F","JUMBO BAG STRAWBERRY",10,"8/17/2011 14:44",2.08,13004,"United Kingdom"
"579430","17003","BROCADE RING PURSE ",36,"11/29/2011 13:06",0.39,12748,"United Kingdom"
"558237","23202","JUMBO BAG VINTAGE LEAF",5,"6/27/2011 15:04",2.08,12867,"United Kingdom"
"544450","22843","BISCUIT TIN VINTAGE GREEN",1,"2/20/2011 12:23",6.75,17811,"United Kingdom"
"546851","22907","PACK OF 20 NAPKINS PANTRY DESIGN",12,"3/17/2011 13:23",0.85,12480,"Germany"
"547488","22424","ENAMEL BREAD BIN CREAM",1,"3/23/2011 11:30",12.75,13821,"United Kingdom"
"539484","22834","HAND WARMER BABUSHKA DESIGN",48,"12/19/2010 15:44",0.85,15640,"United Kingdom"
"543733","22547","MINI JIGSAW DINOSAUR ",24,"2/11/2011 12:16",0.42,12395,"Belgium"
"537050","16237","SLEEPING CAT ERASERS",30,"12/5/2010 11:10",0.21,14800,"United Kingdom"
"544790","22899","CHILDREN'S APRON DOLLY GIRL ",6,"2/23/2011 12:27",2.1,16940,"United Kingdom"
"559951","22384","LUNCH BAG PINK POLKADOT",10,"7/14/2011 10:52",1.65,14847,"United Kingdom"
"537880","22114","HOT WATER BOTTLE TEA AND SYMPATHY",8,"12/9/2010 9:14",3.95,12963,"United Kingdom"
"576890","23480","MINI LIGHTS WOODLAND MUSHROOMS",4,"11/16/2011 17:25",3.75,12662,"Germany"
"572755","20975","12 PENCILS SMALL TUBE RED RETROSPOT",3,"10/25/2011 17:31",0.65,13601,"United Kingdom"
"554275","21215","IVORY PAPER CUP CAKE CASES ",1,"5/23/2011 13:17",0.55,14903,"United Kingdom"
"574682","22898","CHILDRENS APRON APPLES DESIGN",3,"11/6/2011 12:44",1.95,14963,"United Kingdom"
"554704","22120","WELCOME  WOODEN BLOCK LETTERS",3,"5/26/2011 10:09",9.95,15658,"United Kingdom"
"570446","22328","ROUND SNACK BOXES SET OF 4 FRUITS ",12,"10/10/2011 14:49",2.95,12431,"Belgium"
"538094","22824","3 TIER SWEETHEART GARDEN SHELF",1,"12/9/2010 14:50",35.95,13117,"United Kingdom"
"570177","22737","RIBBON REEL CHRISTMAS PRESENT ",10,"10/7/2011 14:17",1.65,17509,"United Kingdom"
